File,URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
rotterdam_21.csv,https://www.pararius.com/apartment-for-rent/rotterdam/1f6ffcc9/lloydkade,Apartment Lloydkade,3024 WZ (Schiemond),1995,100,3,Furnished,Fully and stylishly furnished 2 bedroom apartment located on the 7th floor of a modern apartment complex on the tip of the dynamic Lloydkwartier district.,24-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2010,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1f6ffcc9/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,25-08-2022 21:41
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/22f583b9/nassaukade,Apartment Nassaukade,3071 JL (Kop van Zuid - Entrepot),1750,102,3,Interior is not available,Charming apartment for rent in Rotterdam with 2 bedrooms in the Kop van Zuid - Entrepot district.,22-07-2022,Not available to book,Specifics are not available,Good,321,Apartment,Existing building,2011,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/22f583b9/rotterdam/rebid/request-details,2022-08-03 17:39:20
rotterdam_6.csv,https://www.pararius.com/apartment-for-rent/rotterdam/2683df92/nassaukade,Apartment Nassaukade,3071 JL (Kop van Zuid - Entrepot),1750,102,3,Interior is not available,Charming apartment for rent in Rotterdam with 2 bedrooms in the Kop van Zuid - Entrepot district.,2 weeks,Not available to book,Specifics are not available,Good,321,Apartment,Existing building,2011,Location type is not available,2,Number of bathrooms is not available,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/2683df92/rotterdam/rebid/request-details,2022-08-08 22:46:44
rotterdam_8.csv,https://www.pararius.com/apartment-for-rent/rotterdam/e08c2467/kratonkade,Apartment Kratonkade,3024 EX (Schiemond),2500,158,4,Upholstered,Fantastic penthouse located on the Lloydpier with 3 bedrooms and no less than 2 bathrooms!,10-08-2022,01-10-2022,Specifics are not available,Excellent,412,Apartment,New development,2011,On a waterway,3,2,1,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e08c2467/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-10 21:30:37
rotterdam_21.csv,https://www.pararius.com/apartment-for-rent/rotterdam/64927529/nassaukade,Apartment Nassaukade,3071 JL (Kop van Zuid - Entrepot),1500,102,3,Interior is not available,Charming apartment for rent in Rotterdam with 2 bedrooms in the Kop van Zuid - Entrepot district.,4 weeks,Not available to book,Specifics are not available,Good,321,Apartment,Existing building,2011,Location type is not available,2,Number of bathrooms is not available,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/64927529/rotterdam/rebid/request-details,25-08-2022 21:46
rotterdam_24.csv,https://www.pararius.com/apartment-for-rent/rotterdam/b1cf9462/vignolahof,Apartment Vignolahof 14,3066 AV (Prinsenland),2450,96,4,Furnished,"For rent beautiful, functional, well-maintained maisonette.",28-08-2022,consultation,Specifics are not available,Excellent,300,Apartment,Existing building,2011,Location type is not available,3,1,2,Present,Not present,Present,Inpandig,No,https://www.pararius.com/contact/b1cf9462/rotterdam/ehr-rotterdam-barendrecht/request-details,2022-08-29 01:18:31
rotterdam_14.csv,https://www.pararius.com/apartment-for-rent/rotterdam/ead2c23e/karel-doormanstraat,Apartment Karel Doormanstraat,3012 GR (Cool),1595,43,2,Furnished,"On the 9th floor in the heart of the city center you will find this furnished 2-room apartment. Equipped with a spacious and sunny balcony at the rear of the house. Within walking distance of the central station (5 minutes), metro station Wisselplein and various tram and bus lines. The pleasant shopping street 'de Koopgoot', the Hofplein theater and various shops and restaurants are within walking distance.   ",16-08-2022,07-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2012,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ead2c23e/rotterdam/rotterdam-apartments/request-details,2022-08-17 00:22:59
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/aa063867/posthoornstraat,Apartment Posthoornstraat 350,3011 WD (Stadsdriehoek),2050,92,3,Furnished,"For rent: two-bedroom apartment at the Posthoornstraat, Rotterdam (95m²).",21-07-2022,Not available to book,Accessible for seniors,Excellent,235,Apartment,Existing building,2013,Location type is not available,2,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/aa063867/rotterdam/hospitality-apartments/request-details,2022-08-03 17:39:32
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/c6e83b82/kruisplein,Apartment Kruisplein,3012 CC (Cool),2095,78,3,Furnished,"Right in the center of Rotterdam, a fully furnished beautiful 3 room corner apartment on the 9th floor of the Calypso building with two spacious balconies so you have sun all day long.",2 weeks,12-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2013,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/c6e83b82/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:40:12
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/f5d857eb/westzeedijk,Apartment Westzeedijk,3016 AG (Nieuwe Werk),1650,97,3,Upholstered,"This beautiful and characteristic, monumental building is located on Westzeedijk in the center of Rotterdam. This part of the center is called the Scheepvaartkwartier. Here you live exclusively in a maritime and impressive, historic atmosphere in a modern city!",2 weeks,Not available to book,Specifics are not available,Excellent,245,Apartment,Existing building,2013,In the city centre,2,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/f5d857eb/rotterdam/maasstad-woningverhuur/request-details,2022-08-03 17:40:14
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/c586f340/westzeedijk,Apartment Westzeedijk,3016 AG (Nieuwe Werk),1549,81,3,Upholstered,"This beautiful and characteristic, monumental building is located on Westzeedijk in the center of Rotterdam. This part of the center is called the Scheepvaartkwartier. Here you live exclusively in a maritime and impressive, historic atmosphere in a modern city!",2 weeks,Not available to book,Specifics are not available,Excellent,202,Apartment,Existing building,2013,Location type is not available,2,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/c586f340/rotterdam/maasstad-woningverhuur/request-details,2022-08-03 17:40:15
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/333e8700/posthoornstraat,Apartment Posthoornstraat 442,3011 WD (Stadsdriehoek),2350,100,3,Furnished,"*Unfortunately, this house cannot be shared and is not suitable for students. Applications by students and/or home sharers will not be processed.",4 weeks,05-09-2022,Specifics are not available,Excellent,322,Apartment,Existing building,2013,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/333e8700/rotterdam/stad-en-land-makelaars/request-details,2022-08-03 17:41:25
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/f269ddee/wilhelminakade,Apartment Wilhelminakade,3072 AP (Kop van Zuid),2395,82,1,Furnished,Beautiful loft apartment on the 35th floor situated in top location in Rotterdam!,4 weeks,15-08-2022,Specifics are not available,Excellent,274,Apartment,Existing building,2013,In the city centre,1,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/f269ddee/rotterdam/househunting-randstad/request-details,2022-08-03 17:41:30
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/843a296a/wilhelminakade,Apartment Wilhelminakade 505,3072 AP (Kop van Zuid),3500,145,5,Furnished,Wilheminakade 505 Rotterdam,5 weeks,consultation,Specifics are not available,Good,478,Apartment,Existing building,2013,Location type is not available,3,1,2,Present,Details of garden is not available,Not present,Parkeerkelder,Yes,https://www.pararius.com/contact/843a296a/rotterdam/ehr-rotterdam-barendrecht/request-details,2022-08-03 17:42:10
rotterdam_6.csv,https://www.pararius.com/apartment-for-rent/rotterdam/c4628b69/kruisplein,Apartment Kruisplein,3012 CC (Cool),1950,95,3,Furnished,"Beautifully furnished 2 bedroom apartment in the luxury ""Calypso"" on the 8th floor in the center of Rotterdam with a great view. Just two minutes walk from the new Central Station Rotterdam. Very close to",08-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2013,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/c4628b69/rotterdam/rotterdam-apartments/request-details,2022-08-08 22:43:35
rotterdam_10.csv,https://www.pararius.com/house-for-rent/rotterdam/b860eddf/wilhelminakade,House Wilhelminakade,3072 AP (Kop van Zuid),1650,76,2,Interior is not available,"WILHELMINAKADE, KOP VAN ZUID, ROTTERDAM, UPHOLSTERED, €1650 EXCL. G.W.E.  ",12-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,2013,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/b860eddf/rotterdam/070wonen/request-details,2022-08-12 22:27:01
rotterdam_16.csv,https://www.pararius.com/apartment-for-rent/rotterdam/9a1e0a31/wilhelminakade,Apartment Wilhelminakade,3072 AP (Kop van Zuid),4850,150,3,Furnished,"Very luxurious 2bedroom apartment in the complex ""De Rotterdam"" , located at the bustling Wilhelminapier, an international hotspot! The Rotterdam is right next to the Nieuwe Maas which provides a beautiful view, including cruises over the Cruise Terminal, which regularly arranges impressive cruise ships. The city center, miscellaneous shops, public transport as well as the highways are easy and fast to reach. Layout:",18-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2013,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/9a1e0a31/rotterdam/rotterdam-apartments/request-details,2022-08-19 00:05:53
rotterdam_21.csv,https://www.pararius.com/apartment-for-rent/rotterdam/1e896473/kruisplein,Apartment Kruisplein,3012 CC (Cool),1800,68,2,Furnished,"In the Center of Rotterdam located fully furnished one bedroom apartment with balcony and parking place. The apartment is located in the building called ""Calypso"" which provide their inhabitants services like fitness, dry-clean, professional cleaning service. Within walking distance of Central Station Rotterdam, the center with several shops and restaurants.",25-08-2022,01-10-2022,Specifics are not available,Good,197,Apartment,Existing building,2013,Location type is not available,1,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1e896473/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,25-08-2022 21:40
rotterdam_23.csv,https://www.pararius.com/apartment-for-rent/rotterdam/9c1b146b/posthoornstraat,Apartment Posthoornstraat 496,3011 WD (Stadsdriehoek),3300,111,4,Furnished,Charming furnished apartment for rent in Rotterdam with 3 bedrooms in the Stadsdriehoek district.,26-08-2022,27-10-2022,Specifics are not available,Good,330,Apartment,Existing building,2013,Location type is not available,3,Number of bathrooms is not available,1,Not present,Not present,Present,Inpandig,Yes,https://www.pararius.com/contact/9c1b146b/rotterdam/stad-en-land-makelaars/request-details,2022-08-27 02:27:37
rotterdam_26.csv,https://www.pararius.com/apartment-for-rent/rotterdam/12f2f0f6/posthoornstraat,Apartment Posthoornstraat 476,3011 WD (Stadsdriehoek),2450,105,3,Furnished,"*Unfortunately, this house cannot be shared and is not suitable for students. Applications by students and/or home sharers will not be processed.",30-08-2022,17-10-2022,Specifics are not available,Good,273,Apartment,Existing building,2013,Location type is not available,2,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/12f2f0f6/rotterdam/stad-en-land-makelaars/request-details,31-08-2022 01:36
rotterdam_29.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0e77f67e/wilhelminakade,Apartment Wilhelminakade,3072 AP (Kop van Zuid),1550,60,2,Furnished,"Furnished 1 bedroom apartment in the complex De Rotterdam which is located on the bustling Wilhelminapier, an international hotspot! The Rotterdam is right next to the Nieuwe Maas, which provides a magnificent unobstructed view, including over the Cruise Terminal where impressive cruise ships regularly sail on and on. The city center, various shops, public transport as well as the roads are easily and quickly accessible. Layout:",02-09-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2013,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/0e77f67e/rotterdam/rotterdam-apartments/request-details,03-09-2022
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/45e764da/grotemarkt,Apartment Grotemarkt,3011 PA (Stadsdriehoek),1750,96,2,Furnished,Unique opportunity! Living in the Markthal !,3 weeks,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2014,Location type is not available,1,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/45e764da/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-03 17:40:37
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/6976dc94/backershagen,Apartment Backershagen 406,3078 SB (Groot IJsselmonde),977,78,2,Interior is not available,Interested?,4 weeks,Not available to book,Specifics are not available,Reasonable,179,Apartment,Existing building,2014,Location type is not available,1,1,1,Present,Details of garden is not available,Not present,Parkeerplaats,Yes,https://www.pararius.com/contact/6976dc94/rotterdam/vb-t-verhuurmakelaars/request-details,2022-08-03 17:41:24
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/46e46228/wilhelminakade,Apartment Wilhelminakade,3072 AP (Kop van Zuid),4250,150,4,Furnished,THE ROTTERDAM I 3 BEDROOMS | WATERVIEW  ,5 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2014,Location type is not available,3,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/46e46228/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-03 17:42:04
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/fb4cf6df/zwaanshals,Apartment Zwaanshals,3036 KV (Oude Noorden),2050,124,4,Upholstered,Be aware,5 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2014,Location type is not available,3,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/fb4cf6df/rotterdam/riva-rentals/request-details,2022-08-03 17:42:18
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/64d7fc90/wilhelminakade,Apartment Wilhelminakade,3072 AP (Kop van Zuid),4250,150,3,Furnished,It doesn't get any better than this. Available for shortstay! (maximum 6 months).  ,3 months,05-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2014,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/64d7fc90/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-03 17:44:43
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/1160fe2f/scheepmakerspassage,Apartment Scheepmakerspassage 109,3011 VH (Stadsdriehoek),2750,120,3,Furnished,"Wow, what a spacious apartment this is! Living in a prime location, in the bustling """"Stadsdriehoek"", with a phenomenal view over the metropolis of Rotterdam! This modern, luxuriously finished, fully furnished 3-room apartment is located on the 13th floor of the ""kopblok"" of the residential tower ""Red Apple"" and is equipped with a beautiful spacious open kitchen, two very spacious bedrooms with plenty of closet space. and a spacious bright bathroom with shower, bath and sink. You can park your car on the parking deck of the building in your own private parking space. You can use the communal garden on the 14th floor. off the building.",3+ months,consultation,Specifics are not available,Excellent,396,Apartment,Existing building,2014,Location type is not available,2,1,1,Details of balcony is not available,Details of garden is not available,Not present,Parkeerplaats,Yes,https://www.pararius.com/contact/1160fe2f/rotterdam/ehr-rotterdam-barendrecht/request-details,2022-08-03 17:44:46
rotterdam_6.csv,https://www.pararius.com/house-for-rent/rotterdam/4c5d8a67/chris-bennekerslaan,House Chris Bennekerslaan 28 P,3061 EB (Kralingen West),1534,116,3,Shell,Charming house with balcony for rent in Rotterdam with 2 bedrooms in the Kralingen West district.,08-08-2022,consultation,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,2014,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4c5d8a67/rotterdam/woonstad-rotterdam/request-details,2022-08-08 22:43:40
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/262e348e/halvemaanpassage,Apartment Halvemaanpassage,3011 DL (Stadsdriehoek),2150,97,3,Furnished,"Now available a furnished 2 bedroom apartment of 97 m2 with roof terrace of 21 m2 with optional parking space in the iconic Timmerhuis, in the middle of the bustling center of Rotterdam. Really all city amenities within reach.  ",27-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2015,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/262e348e/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-03 17:38:48
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/5f6806ba/halvemaanpassage,Apartment Halvemaanpassage,3011 DL (Stadsdriehoek),2395,90,3,Furnished,FOR RENT: A beautiful 3-room apartment with roof terrace on the 5th floor and sliding doors of 1.80 meters wide that sit in the glass facade and this in the center of Rotterdam.   ,3+ months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2015,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/5f6806ba/rotterdam/jeco-real-estate/request-details,2022-08-03 17:46:10
rotterdam_26.csv,https://www.pararius.com/apartment-for-rent/rotterdam/b2489979/kortenaerstraat,Apartment Kortenaerstraat,3012 VB (Cool),1950,88,2,Furnished,"Would you like to live in a well maintained, newly renovated fully furnished apartment finished with high quality materials? ",30-08-2022,26-09-2022,Specifics are not available,Excellent,264,Apartment,Existing building,2015,Location type is not available,1,1,1,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b2489979/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,31-08-2022 01:37
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/7e055096/kortenaerstraat,Apartment Kortenaerstraat,3012 VB (Cool),1950,85,2,Furnished,"Would you like to live in a well maintained, newly renovated furnished 1 bedroom apartment finished with high quality materials? A bonus for you would be to park your car in a secure parking lot and enjoy the skyline of Rotterdam from a very fancy rooftop terrace?  ",25-07-2022,01-10-2022,Specifics are not available,Good,238,Apartment,Existing building,2016,Location type is not available,1,1,1,Details of balcony is not available,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7e055096/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-03 17:39:03
rotterdam_1.csv,https://www.pararius.com/house-for-rent/rotterdam/af658b47/ringvaartweg,House Ringvaartweg,3065 AE ('s-Gravenland),3500,168,4,Furnished,"This house is located on the well-known 'Golden Mile', one of the most popular and exclusive residential locations in Rotterdam. And that is understandable, because you live here comfortably and quietly, but at a short distance from what Rotterdam has to offer. The bustling center, the beautiful Kralingse Plas, various golf courses and nature reserves, schools and universities. It's all within easy reach, as are the Kralingse Zoom metro station and the A16 motorway.",2 months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,2017,Location type is not available,3,2,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/af658b47/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-03 17:43:38
rotterdam_1.csv,https://www.pararius.com/studio-for-rent/rotterdam/f1cae85d/weena,Studio Weena,3014 DA (Cs Kwartier),2995,65,1,Furnished,"Ideally located in the heart of Rotterdam's city center, right in front of the newbuild Central Station, the perfect alternative to a luxurious hotel with the space and freedom of fully furnished private suites. The rooms range are from 35m2 to 45m2. The apartments are also very suitable for families (3 adults or 2 adults and 2 children). Both for shortstay and for longstay.   ",3+ months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Studio,Existing building,2017,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/f1cae85d/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:45:15
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/ff3770f7/de-monchyplein,Apartment De Monchyplein,3072 MM (Kop van Zuid),3400,100,4,Furnished,"With pride we offer you this luxury furnished 3 bedroom apartment with parking in the new development project Boston (& Seattle)! The apartment is located on the 20th floor and through the large windows and good outdoor space (approximately 14m2) you have an amazing view of the Rijnhaven, Koningshaven, Noordereiland, Brienenoordbrug and the Feijenoord stadium.   ",3+ months,18-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2017,Location type is not available,3,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ff3770f7/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:45:25
rotterdam_1.csv,https://www.pararius.com/studio-for-rent/rotterdam/bb6ae1e4/weena,Studio Weena,3014 DA (Cs Kwartier),2995,65,1,Furnished,"Ideally located in the heart of Rotterdam's city center, right in front of the newbuild Central Station, the perfect alternative to a luxurious hotel with the space and freedom of fully furnished private suites. The rooms range are from 35m2 to 45m2. The apartments are also very suitable for families (3 adults or 2 adults and 2 children). Suitable for shortstay and for longstay.   ",3+ months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Studio,Existing building,2017,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/bb6ae1e4/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:46:32
rotterdam_21.csv,https://www.pararius.com/apartment-for-rent/rotterdam/5dd566f0/de-monchyplein,Apartment De Monchyplein,3072 MM (Kop van Zuid),2950,96,4,Furnished,We have an amazing penthouse with roof terrace for rent which is finished with high quality furniture and offers a great view over the city. ,23-08-2022,01-10-2022,Specifics are not available,Good,259,Apartment,Existing building,2017,Location type is not available,3,1,1,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/5dd566f0/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,25-08-2022 21:41
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/5c70d48d/van-vollenhovenstraat,Apartment Van Vollenhovenstraat,3016 BE (Nieuwe Werk),1595,84,3,Upholstered,Lovely upholstered apartment with garden for rent in Rotterdam with 2 bedrooms in the Nieuwe Werk district.,26-07-2022,consultation,Specifics are not available,Good,Volume is not available,Apartment,Existing building,2018,In the city centre,2,2,1,Details of balcony is not available,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/5c70d48d/rotterdam/j-j-h-vastgoed-beheer/request-details,2022-08-03 17:38:56
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0e197c36/mathenesserdijk,Apartment Mathenesserdijk 395 B,3026 GE (Tussendijken),1350,100,4,Interior is not available,Apartment with balcony for rent in Rotterdam with 3 bedrooms in the Tussendijken district.,25-07-2022,consultation,Specifics are not available,Good,257,Apartment,Existing building,2018,Location type is not available,3,1,1,Present,Details of garden is not available,Present,Box,Yes,https://www.pararius.com/contact/0e197c36/rotterdam/ooms-makelaars-woningen/request-details,2022-08-03 17:39:04
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0f2a3547/van-vollenhovenstraat,Apartment Van Vollenhovenstraat,3016 BE (Nieuwe Werk),1350,60,2,Furnished,"Beautiful and comfortable living in the historic Scheepvaartkwartier? Hereby we offer this fantastic LOFT apartment in the project Van Vollenhovenkwartier; a unique opportunity to live in the historic Scheepvaartskwartier! The building ""Van Vollenhovenkwartier"", while maintaining the existing architecture, has been high-quality transformed into chic Citylofts and apartments, with a stylish entrance, atrium, and ""last but not least"" a spacious shared roof terrace on the fifth floor. The building will have a completely different look, façade and windows, creating a modern residential building with a classic look that fits into this environment.",21-07-2022,01-09-2022,Specifics are not available,Excellent,160,Apartment,Existing building,2018,Location type is not available,1,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/0f2a3547/rotterdam/benhousing/request-details,2022-08-03 17:39:37
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/1e5ce900/spoorsingel,Apartment Spoorsingel,3033 GP (Provenierswijk),1395,63,1,Furnished,Beautiful living on an ideal location.,3 weeks,Not available to book,Specifics are not available,Excellent,Volume is not available,Apartment,Existing building,2018,By the water,Number of bedrooms is not available,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1e5ce900/rotterdam/househunting-randstad/request-details,2022-08-03 17:40:47
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/33aeaec6/watertorenweg,Apartment Watertorenweg,3063 HA (De Esch),1150,53,2,Furnished,"In the Rotterdam district ""De Esch"" a radical transformation of the so-called Snelfilter building took place. Sustainability is central to this transformation. The building on Watertorenweg is now the last of the three buildings that has been given a residential destination.",2 months,Not available to book,Monumental building,Excellent,160,Apartment,Existing building,2018,By the water,1,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/33aeaec6/rotterdam/rotsvast-rotterdam/request-details,2022-08-03 17:43:43
rotterdam_6.csv,https://www.pararius.com/house-for-rent/rotterdam/33ca30fd/peppelweg,House Peppelweg,3053 GZ (Schiebroek),2500,134,5,Furnished,"With the tram and bus stop around the corner and the Meijersplein metro station (RandstadRail) within walking distance, you can easily reach the center of Rotterdam or The Hague. Schiebroek is further characterized by its green and quiet environment and is surrounded by various parks. In short: quiet and child-friendly living with the dynamic city within reach.  ",08-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,2018,Location type is not available,4,2,Number of floors is not available,Not present,Present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/33ca30fd/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-08 22:43:26
